,balance_RK,balance_p_value,balance_rvalue,balance_stderr,decay_RC_cost,decay_RC_mean,decay_RC_median,decay_RC_std,decay_amnt,euler_RC_mean,euler_RC_median,euler_RC_min_cost,euler_RC_std,euler_RK_mean,euler_RK_median,euler_RK_min_cost,euler_RK_std,euler_cost,euler_cost_mean,euler_test_cost,filename
307,155.04575956459763,0.00016570720644623182,-0.5673352945509064,0.0015390620657731945,37.94310708952352,193.34868916048538,193.34868916048538,,1.0,184.60339131073763,171.41538333715846,186.6679182179281,51.377057962985035,104.82901602558061,101.76381109468855,107.50261566401369,13.35560626750535,11.218275175629831,5.761198814997192,,ceb8c5d2763c3f5ba52c49a3045c26d718c06508.csv
1022,56.756908193043635,2.754701463199369e-08,-0.7487665915395049,0.002530157943689392,,,,,,303.8181442173589,262.9900700306084,261.3897715852446,147.12365650886025,110.03081104768633,107.5892888758739,103.76197897288178,26.564187356067812,7.17070133244688,6.934981647197581,,9852b371b70b4d0130af87ca0b59822327d2d7f2.csv
2006,67.74918494478341,4.914417043189128e-08,-0.7398128057783399,0.0021775919525902085,,,,,,197.2152706881058,136.1789267610304,225.15846489864248,151.04331484021094,89.04691363501752,95.25847942129532,95.25847942129532,36.46868210982591,7.186015588534984,4.931666486970427,,a231147d988f083e79d921c3a00b4e18af11f827.csv
354,88.55567242640474,3.441574117036717e-05,-0.5934346551711316,0.0024216591864448553,50.15137368320307,122.41011011246745,127.23727777680648,26.91752459162446,53.0,156.09433642804748,147.83486851790843,139.66196409125445,25.348689378450622,109.77285650414612,111.6731020180009,112.59134784883827,10.280496578660397,54.58077815179242,26.487404883690296,,798a292a214c596dc12c142c4ef33d3862345461.csv
1978,75.10742651043553,1.4753323331264645e-11,-0.8270616619244278,0.0014307754377418493,,,,,,500.43955478288,107.3591505207919,105.52187956000284,1020.0063864322417,113.25141665523223,105.86871027374592,105.86871027374592,84.95342313743089,9.705207606108024,118.99518075928226,,867a960eeeaed14428880f1192e2400c76b4cecc.csv
455,65.08724073176118,1.0780607747630774e-05,-0.616397281451072,0.003065253451356863,101.02651296594188,123.74802678228978,125.15933729976618,25.81778855441336,6.0,254.85918750981287,246.39390210980469,200.72314741729917,73.04424367404764,80.320045118139,71.31085200322099,73.43976012098479,22.68510828678811,5.7803125070412475,9.866864958185403,,2cf8ffe02a62ef4bdedc99361a8c578bc330496a.csv
544,80.35322620292476,7.35098361767306e-15,-0.8993274193732318,0.0009947947953480492,,,,,,234.16159222284162,211.10190090661774,199.07258244255175,57.06660670168153,103.14486883825987,95.44563241451166,221.68820952401614,92.59710756974754,33.53422643017005,26.863324932908565,,e969ffa059cbd6c7c06668373d2b7f75eb6c09d3.csv
2520,44.4799540411952,0.07960966377034147,-0.7598080464500483,0.009618639827944864,,,,,,343.3640741564425,347.32302122105796,242.07085034808063,95.94180766978829,93.96632867360968,93.09534606917077,76.98339586711869,18.396048059617808,0.2942944491668895,0.551470025715787,,ea9b670fc9ac848d80cd7b003a4e344ee51b7119.csv
1335,21.377080014310366,2.460953250022112e-13,-0.8665544314808319,0.0043141562847505,,,,,,,,,,,,,,,,,2d270b1e7daa37f2360ef4f26ae53f20e8087571.csv
1211,25.599729420799225,1.9284850372031762e-07,-0.7304834928862544,0.006086664774494897,,,,,,152.30207821380841,148.63950787614937,171.38314421372135,28.441679089779047,51.70679493580633,51.01873583139397,52.9959465483207,16.039768274293962,3.903010923788844,35.9232605128839,,2da7ffba57d82dfd78f46ee78e0ad2dd92debf66.csv
868,93.75177222983045,8.449117757959967e-12,-0.8377810023679809,0.0011131544786851038,,,,,,201.57012821555145,198.41885848289962,179.94247619498069,25.05780685564436,83.38641046861179,82.5126319689698,74.85879755406997,7.711884573399415,8.740791106311528,3.0290214799855004,,f39fef991141f8b78d34ac58574446150830c786.csv
